ID,Description,setSize,enrichmentScore,NES,pvalue,BY_corrected_p,FDR_corrected_p,representative,representative_description,rank,leading_edge,core_enrichment
GO:0009611,response to wounding,40,0.7122985445604247,2.7360472028071645,2.357784579155975e-10,1.1957884411116169e-6,1.6740270512007422e-7,GO:0050818,regulation of coagulation,33,"tags=38%, list=9%, signal=38%",FGG/FGB/THBS1/INS/KNG1/CPB2/PLG/SERPING1/APCS/F5/IGF1/APOD/PROZ/F10/PROS1
GO:0042060,wound healing,37,0.7048339749291831,2.6909234544503318,6.786012857091964e-9,1.1479056823241861e-5,1.6069942628408178e-6,GO:0050818,regulation of coagulation,33,"tags=38%, list=9%, signal=38%",FGG/FGB/THBS1/INS/KNG1/CPB2/PLG/SERPING1/APCS/F5/IGF1/PROZ/F10/PROS1
GO:0051241,negative regulation of multicellular organismal process,38,0.6866218296706071,2.636428912591486,6.790116603552751e-9,1.1479056823241861e-5,1.6069942628408178e-6,GO:0042981,regulation of apoptotic process,59,"tags=53%, list=16%, signal=49%",FGG/FGB/THBS1/INS/KNG1/CPB2/PLG/AGT/SERPING1/APCS/IGF1/APOD/PROS1/LMNA/ANXA4/LTF/CST3/FN1/G6PD/PROC
GO:0007596,blood coagulation,28,0.72693391525844,2.5806175072219526,2.7724948322328513e-8,2.0850948018928234e-5,2.9189988652523107e-6,GO:0050818,regulation of coagulation,67,"tags=54%, list=19%, signal=47%",FGG/FGB/THBS1/KNG1/CPB2/PLG/SERPING1/F5/PROZ/F10/PROS1/FN1/PROC/F13B/F13A1
GO:0050817,coagulation,28,0.72693391525844,2.5806175072219526,2.7724948322328513e-8,2.0850948018928234e-5,2.9189988652523107e-6,GO:0050818,regulation of coagulation,67,"tags=54%, list=19%, signal=47%",FGG/FGB/THBS1/KNG1/CPB2/PLG/SERPING1/F5/PROZ/F10/PROS1/FN1/PROC/F13B/F13A1
GO:0006950,response to stress,96,0.5113713374755557,2.368020324102811,2.841360161843138e-8,2.0850948018928234e-5,2.9189988652523107e-6,GO:0048583,regulation of response to stimulus,63,"tags=33%, list=17%, signal=37%",FGG/FGB/THBS1/INS/KNG1/CPB2/PLG/AGT/SERPING1/CLU/APCS/CRP/F5/IGF1/C8B/APOD/C6/HP1BP3/C8G/PROZ/F10/PROS1/LMNA/LTF/CST3/FN1/G6PD/IDH1/C7/PROC/F13B/SFPQ
GO:0006334,nucleosome assembly,20,-0.7758547504264656,-2.501695780211201,3.242228522093595e-8,2.0850948018928234e-5,2.9189988652523107e-6,GO:0006325,chromatin organization,45,"tags=75%, list=12%, signal=70%","NAP1L2/NAP1L3/NAP1L5/SETSIP/TSPY1/TSPY10/TSPY2/TSPY3/TSPY4/TSPY8/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6"
GO:0080134,regulation of response to stress,39,0.6604274854086369,2.543171749938787,3.289012805918097e-8,2.0850948018928234e-5,2.9189988652523107e-6,GO:0080134,regulation of response to stress,34,"tags=36%, list=9%, signal=36%",FGG/FGB/THBS1/INS/KNG1/CPB2/PLG/AGT/SERPING1/CLU/APCS/IGF1/PROS1/LMNA
GO:0061045,negative regulation of wound healing,14,0.8706226775709666,2.568327085794319,4.753496824132034e-8,2.410812509085394e-5,3.3749827451337442e-6,GO:0050818,regulation of coagulation,33,"tags=64%, list=9%, signal=61%",FGG/FGB/THBS1/KNG1/CPB2/PLG/SERPING1/APCS/PROS1
GO:1903035,negative regulation of response to wounding,14,0.8706226775709666,2.568327085794319,4.753496824132034e-8,2.410812509085394e-5,3.3749827451337442e-6,GO:0050818,regulation of coagulation,33,"tags=64%, list=9%, signal=61%",FGG/FGB/THBS1/KNG1/CPB2/PLG/SERPING1/APCS/PROS1
GO:0006333,chromatin assembly or disassembly,22,-0.7419013909285467,-2.471312672605879,5.777069291099708e-8,2.6635761626206715e-5,3.7288356333461753e-6,GO:0006325,chromatin organization,45,"tags=68%, list=12%, signal=64%","NAP1L2/NAP1L3/NAP1L5/SETSIP/TSPY1/TSPY10/TSPY2/TSPY3/TSPY4/TSPY8/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6"
GO:0034728,nucleosome organization,21,-0.7650022221755035,-2.5122997177508357,6.480541749764425e-8,2.7389259763232264e-5,3.834320535277285e-6,GO:0006325,chromatin organization,45,"tags=71%, list=12%, signal=66%","NAP1L2/NAP1L3/NAP1L5/SETSIP/TSPY1/TSPY10/TSPY2/TSPY3/TSPY4/TSPY8/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6"
GO:0032102,negative regulation of response to external stimulus,22,0.7754655872284358,2.5599215356047718,7.670313720147574e-8,2.9924024596708083e-5,4.189171339465213e-6,GO:0080134,regulation of response to stress,33,"tags=50%, list=9%, signal=48%",FGG/FGB/THBS1/INS/KNG1/CPB2/PLG/SERPING1/APCS/IGF1/PROS1
GO:0030193,regulation of blood coagulation,14,0.8595425916478492,2.535640957207976,9.785548405342174e-8,3.250648811911632e-5,4.550699653891111e-6,GO:0050818,regulation of coagulation,13,"tags=50%, list=4%, signal=50%",FGG/FGB/THBS1/KNG1/CPB2/PLG/SERPING1
GO:1900046,regulation of hemostasis,14,0.8595425916478492,2.535640957207976,9.785548405342174e-8,3.250648811911632e-5,4.550699653891111e-6,GO:0050818,regulation of coagulation,13,"tags=50%, list=4%, signal=50%",FGG/FGB/THBS1/KNG1/CPB2/PLG/SERPING1
GO:0048585,negative regulation of response to stimulus,46,0.6164581923339518,2.439341320424996,1.0255097811585602e-7,3.250648811911632e-5,4.550699653891111e-6,GO:0080134,regulation of response to stress,34,"tags=33%, list=9%, signal=34%",FGG/FGB/THBS1/INS/KNG1/CPB2/PLG/AGT/SERPING1/CLU/APCS/IGF1/APOD/PROS1/LMNA
GO:0030195,negative regulation of blood coagulation,13,0.8687646582753196,2.4678902992984217,1.490952464565754e-7,3.79225769890529e-5,5.308917325869326e-6,GO:0050818,regulation of coagulation,13,"tags=54%, list=4%, signal=54%",FGG/FGB/THBS1/KNG1/CPB2/PLG/SERPING1
GO:1900047,negative regulation of hemostasis,13,0.8687646582753196,2.4678902992984217,1.490952464565754e-7,3.79225769890529e-5,5.308917325869326e-6,GO:0050818,regulation of coagulation,13,"tags=54%, list=4%, signal=54%",FGG/FGB/THBS1/KNG1/CPB2/PLG/SERPING1
GO:0031497,chromatin assembly,21,-0.7521895784293782,-2.470222452699901,1.4954696692589652e-7,3.79225769890529e-5,5.308917325869326e-6,GO:0006325,chromatin organization,45,"tags=71%, list=12%, signal=66%","NAP1L2/NAP1L3/NAP1L5/SETSIP/TSPY1/TSPY10/TSPY2/TSPY3/TSPY4/TSPY8/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6"
GO:0065004,protein-DNA complex assembly,21,-0.7521895784293782,-2.470222452699901,1.4954696692589652e-7,3.79225769890529e-5,5.308917325869326e-6,GO:0006325,chromatin organization,45,"tags=71%, list=12%, signal=66%","NAP1L2/NAP1L3/NAP1L5/SETSIP/TSPY1/TSPY10/TSPY2/TSPY3/TSPY4/TSPY8/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6"
GO:0050819,negative regulation of coagulation,14,0.8535736438213094,2.518032628397421,1.7805729809407512e-7,4.088651329939807e-5,5.72384938165517e-6,GO:0050818,regulation of coagulation,13,"tags=50%, list=4%, signal=50%",FGG/FGB/THBS1/KNG1/CPB2/PLG/SERPING1
GO:0006338,chromatin remodeling,24,-0.7225048757333408,-2.457639731580737,1.8485044129960077e-7,4.088651329939807e-5,5.72384938165517e-6,GO:0006325,chromatin organization,45,"tags=62%, list=12%, signal=59%","NAP1L2/NAP1L3/NAP1L5/SETSIP/TSPY1/TSPY10/TSPY2/TSPY3/TSPY4/TSPY8/TSPYL1/TSPYL2/TSPYL4/TSPYL5/TSPYL6"
